ID;Strain;RT_s;Compound;Clasificacion;BioTr_label;BioTr_count;MW;LogP;Silicos_class;GI_abs;BBB;Fold_change;p_value;Significance;Mutagenicity;pNOEC;NOEC;NOEC_num;cat;fqs_sol;fqs_gi;fqs_bbb;fqs_pers;fqs_noec;fqs_cin;FQS
103;StrainD;298.592;Kojic acid;Solubilizadores y transportadores de nutrientes;Estabilidad Máxima;2;142.11;1.01;Soluble;High;No;1.802116402116402;0.0486758895768073;Significant Increase;Mutagenic;-0.555;3589.0;3589.0;SOL;10;10;10;10;10;10;60
104;StrainC;298.592;Kojic acid;Solubilizadores y transportadores de nutrientes;Estabilidad Máxima;2;142.11;1.01;Soluble;High;No;2.974603174603174;4.660042694598744e-06;Significant Increase;Mutagenic;-0.555;3589.0;3589.0;SOL;10;10;10;10;10;10;60
105;StrainC;271.7;4-Hydroxy-2-quinolinecarboxylic Acid;Otro;Estabilidad Máxima;0;189.17;-3.19;Soluble;High;No;2.041095890410959;0.0033474158958886;Significant Increase;Mutagenic;-0.602;3995.0;3995.0;OTHER;10;10;10;10;10;10;60
106;StrainC;364.4;Phenyllactic acid;Metabolitos de defensa y fitoprotección;Estabilidad Moderada;4;166.17;-1.75;Soluble;High;Yes;77.80327868852459;0.0076984296372626;Significant Increase;NON-Mutagenic;-0.938;8675.0;8675.0;DEF;10;10;0;7;10;5;42
107;StrainC;496.7;Methylsalicylate;Otro;Estabilidad Máxima;0;152.15;-2.66;Soluble;High;Yes;1.904456041750301;0.0121418909443855;Significant Increase;Mutagenic;-0.647;4435.0;4435.0;OTHER;10;10;0;10;10;10;50
108;StrainC;645.511;Resorcinol;Otro;Estabilidad Máxima;0;110.11;-1.58;Soluble;High;Yes;4.573970037453183;0.0037908302223288;Significant Increase;NON-Mutagenic;-1233.0;17.1;17.1;OTHER;10;10;0;10;8;10;48
109;StrainB;588.6;Tyramine;Otro;Estabilidad Máxima;0;137.18;-1.7;Soluble;High;Yes;1.217314039096217;0.0399791006614807;Significant Increase;NON-Mutagenic;-1153.0;14227.0;14227.0;OTHER;10;10;0;10;10;10;50
110;StrainC;326.0;N-Acetyl-Leucine/N-Acetyl-Isoleucine;Otro;Estabilidad Máxima;0;350.45;-4.6;Soluble;High;Yes;22.22268907563026;0.0020520737302301;Significant Increase;Mutagenic;-2568.0;369971.0;369971.0;OTHER;10;10;0;10;10;10;50
111;StrainC;259.1;Xanthurenic acid;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;205.17;-3.03;Soluble;High;No;2.63780260707635;0.024058144639053;Significant Increase;Mutagenic;-0.332;2148.0;2148.0;AMI;10;10;10;10;10;10;60
112;StrainB;259.1;Xanthurenic acid;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;205.17;-3.03;Soluble;High;No;2.228119180633146;0.0374445397139352;Significant Increase;Mutagenic;-0.332;2148.0;2148.0;AMI;10;10;10;10;10;10;60
113;StrainC;426.663;4-Methylsalicylic acid;Otro;Estabilidad Máxima;0;152.15;-3.0;Soluble;High;Yes;21.39771283354511;0.0060158000332865;Significant Increase;NON-Mutagenic;-1177.0;15031.0;15031.0;OTHER;10;10;0;10;10;10;50
114;StrainC;459.055;2-Aminophenol;Otro;Estabilidad Máxima;0;109.13;-1.46;Soluble;High;Yes;5.587088915956151;0.0016021531727198;Significant Increase;Mutagenic;-0.832;6789.0;6789.0;OTHER;10;10;0;10;10;10;50
115;StrainC;175.1;Hydroxyproline;Osmoprotectores y tolerancia a estrés abiotico;Asimilación Nutricional Inmediata;114;131.13;1.41;Soluble;High;No;4.430752453653216;0.0134807649907706;Significant Increase;Mutagenic;-0.93;8.51;8.51;OSM;10;10;10;5;5;0;40
116;StrainB;175.1;Hydroxyproline;Osmoprotectores y tolerancia a estrés abiotico;Asimilación Nutricional Inmediata;114;131.13;1.41;Soluble;High;No;2.26608505997819;0.0401108375430933;Significant Increase;Mutagenic;-0.93;8.51;8.51;OSM;10;10;10;5;5;0;40
117;StrainC;130.3;Glutamine;Aminoacidos y precursores nitrogenados ;Asimilación Nutricional Inmediata;202;146.14;1.5;Soluble;High;No;21.30597014925373;0.0239755646737813;Significant Increase;NON-Mutagenic;-2669.0;466935.0;466935.0;AMI;10;10;10;5;10;0;45
118;StrainD;233.1;Uridine;Polisacaridos y señales de reconocimiento;Estabilidad Máxima;0;244.2;-1.46;Soluble;Low;No;10.6878612716763;0.0130389470942634;Significant Increase;Mutagenic;-2266.0;184409.0;184409.0;POL;10;3;10;10;10;10;53
119;StrainC;233.1;Uridine;Polisacaridos y señales de reconocimiento;Estabilidad Máxima;0;244.2;-1.46;Soluble;Low;No;14.26589595375723;0.0015037145064052;Significant Increase;Mutagenic;-2266.0;184409.0;184409.0;POL;10;3;10;10;10;10;53
120;StrainB;511.0;Tyrosine;Otro;Estabilidad Máxima;0;181.19;0.32;Soluble;High;No;3.45071482317532;0.0334620890323279;Significant Increase;NON-Mutagenic;-0.825;6689.0;6689.0;OTHER;10;10;10;10;10;10;60
121;StrainB;166.5;Cytidine;Otro;Estabilidad Máxima;0;243.22;-0.78;Soluble;Low;No;18.01325757575757;0.0413720824691594;Significant Increase;NON-Mutagenic;-2344.0;220701.0;220701.0;OTHER;10;3;10;10;10;10;53
122;StrainD;316.5;Acrylic Acid;Otro;Estabilidad Máxima;0;72.06;-0.44;Soluble;High;No;1.956934768841038;0.0016052813533546;Significant Increase;NON-Mutagenic;-0.965;9.23;9.23;OTHER;10;10;10;10;5;10;55
123;StrainC;316.5;Acrylic Acid;Otro;Estabilidad Máxima;0;72.06;-0.44;Soluble;High;No;30.15199493350221;0.0007972942592592;Significant Increase;NON-Mutagenic;-0.965;9.23;9.23;OTHER;10;10;10;10;5;10;55
124;StrainC;251.4;Pantothenic acid;Cofactores y vitaminas;Estabilidad Máxima;0;219.23;-0.06;Soluble;High;No;5.127731092436975;0.0080162957145491;Significant Increase;NON-Mutagenic;-1654.0;45068.0;45068.0;COF;10;10;10;10;10;10;60
125;StrainC;158.8;4-Pyridoxic Acid;Cofactores y vitaminas;Estabilidad Máxima;0;183.16;-1.24;Soluble;High;No;2.255839822024472;0.0024772113940872;Significant Increase;NON-Mutagenic;-0.672;4701.0;4701.0;COF;10;10;10;10;10;10;60
126;StrainB;158.8;4-Pyridoxic Acid;Cofactores y vitaminas;Estabilidad Máxima;0;183.16;-1.24;Soluble;High;No;2.577308120133482;0.0220717383226676;Significant Increase;NON-Mutagenic;-0.672;4701.0;4701.0;COF;10;10;10;10;10;10;60
127;StrainC;364.379;1-Hydroxy-2-naphthoic acid;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;188.18;-3.11;Soluble;High;Yes;22.0506454816286;0.0060164102663786;Significant Increase;NON-Mutagenic;-0.532;3.4;3.4;DEF;10;10;0;10;5;10;45
128;StrainC;390.606;Quinaldic Acid;Otro;Estabilidad Máxima;0;173.17;-3.07;Soluble;High;Yes;5.79656538969617;0.0106726331299347;Significant Increase;NON-Mutagenic;-0.271;1867.0;1867.0;OTHER;10;10;0;10;10;10;50
129;StrainC;531.3;Propylparaben;Otro;Estabilidad Máxima;0;180.2;-2.95;Soluble;High;Yes;54.14612676056338;0.0252451132350717;Significant Increase;NON-Mutagenic;-0.869;7395.0;7395.0;OTHER;10;10;0;10;10;10;50
130;StrainC;505.9;Butylparaben;Otro;Estabilidad Máxima;0;194.23;-3.28;Soluble;High;Yes;1.538117594455623;0.024776731067778;Significant Increase;NON-Mutagenic;-0.95;8906.0;8906.0;OTHER;10;10;0;10;10;10;50
131;StrainC;209.0;N-Acetyl-alanine;Otro;Estabilidad Máxima;0;131.13;0.09;Soluble;High;No;4.491848768643774;0.0069671579429463;Significant Increase;Mutagenic;-0.912;8174.0;8174.0;OTHER;10;10;10;10;10;10;60
132;StrainC;508.225;m-Methylbenzoic acid;Otro;Estabilidad Máxima;0;136.15;-2.56;Soluble;High;Yes;9.45691382765531;0.0095190222190407;Significant Increase;NON-Mutagenic;-0.941;8732.0;8732.0;OTHER;10;10;0;10;10;10;50
133;StrainC;326.7;3-Hydroxybenzoic Acid;Otro;Estabilidad Máxima;0;138.12;-2.02;Soluble;High;Yes;27.03539823008849;0.0284858296331221;Significant Increase;NON-Mutagenic;-0.645;4411.0;4411.0;OTHER;10;10;0;10;10;10;50
134;StrainC;434.555;Toluic acid;Otro;Estabilidad Máxima;0;136.15;-2.49;Soluble;High;Yes;50.51351351351351;0.0155484033521241;Significant Increase;NON-Mutagenic;-1046.0;11122.0;11122.0;OTHER;10;10;0;10;10;10;50
135;StrainC;445.165;Hydroxylaminobenzene;Otro;Estabilidad Máxima;0;109.13;-1.5;Soluble;High;Yes;8.616695059625213;0.0009873312324873;Significant Increase;Mutagenic;-0.941;8729.0;8729.0;OTHER;10;10;0;10;10;10;50
136;StrainC;534.62;2,4-Dimethylphenol;Otro;Estabilidad Máxima;0;122.16;-2.54;Soluble;High;Yes;4.800914459897123;0.0418691548868826;Significant Increase;NON-Mutagenic;-1573.0;37412.0;37412.0;OTHER;10;10;0;10;10;10;50
137;StrainC;315.542;Melamine;Otro;Estabilidad Máxima;0;126.12;-0.25;Soluble;High;No;1.503853564547206;0.0092621257782098;Significant Increase;NON-Mutagenic;-1485.0;30532.0;30532.0;OTHER;10;10;10;10;10;10;60
138;StrainC;515.6;Ethyl salicylic acid;Otro;Estabilidad Máxima;0;166.17;-2.9;Soluble;High;Yes;3.976597766690425;0.0004770326409727;Significant Increase;NON-Mutagenic;-0.78;6.03;6.03;OTHER;10;10;0;10;5;10;45
139;StrainC;459.0;o-Toluic acid;Otro;Estabilidad Máxima;0;136.15;-2.61;Soluble;High;Yes;4.369525547445255;0.0447913588927329;Significant Increase;NON-Mutagenic;-1054.0;11316.0;11316.0;OTHER;10;10;0;10;10;10;50
140;StrainB;476.4;2'-Hydroxyacetophenone/2-Hydroxy-4-methylbenzaldehyde;Otro;Estabilidad Máxima;0;136.15;-2.27;Soluble;High;Yes;2.215550423402617;0.0378820682505718;Significant Increase;NON-Mutagenic;-0.931;8538.0;8538.0;OTHER;10;10;0;10;10;10;50
141;StrainC;501.8;Ethyl vanillin;Otro;Estabilidad Máxima;0;166.17;-2.04;Soluble;High;Yes;84.3175965665236;0.0011199649082873;Significant Increase;NON-Mutagenic;-0.686;4848.0;4848.0;OTHER;10;10;0;10;10;10;50
142;StrainC;335.9;Vanillic Acid;Antioxidades y captadores de ROS;Estabilidad Máxima;0;168.15;-2.02;Soluble;High;No;2.420906567992599;0.0102479791526733;Significant Increase;NON-Mutagenic;-0.587;3861.0;3861.0;AOX;10;10;10;10;10;10;60
143;StrainB;637.2;3,4-Dihydroxybenzaldehyde;Otro;Estabilidad Máxima;0;138.12;-1.76;Soluble;High;Yes;1.375132837407014;0.0332144230512841;Significant Increase;NON-Mutagenic;-0.557;3604.0;3604.0;OTHER;10;10;0;10;10;10;50
144;StrainD;255.5;Hypoglycin A;Otro;Estabilidad Máxima;0;141.17;1.03;Soluble;High;No;1.361820715281003;0.0135105256124156;Significant Increase;NON-Mutagenic;-1005.0;10106.0;10106.0;OTHER;10;10;10;10;10;10;60
145;StrainB;255.5;Hypoglycin A;Otro;Estabilidad Máxima;0;141.17;1.03;Soluble;High;No;1.749187180678124;0.0066801013121859;Significant Increase;NON-Mutagenic;-1005.0;10106.0;10106.0;OTHER;10;10;10;10;10;10;60
146;StrainC;265.7;3-(4-Hydroxyphenyl)lactic acid;Otro;Estabilidad Máxima;0;182.17;-1.29;Soluble;High;No;112.7083333333333;0.0011061854066859;Significant Increase;NON-Mutagenic;-0.731;5377.0;5377.0;OTHER;10;10;10;10;10;10;60
147;StrainB;134.4;Citrulline;Otro;Estabilidad Máxima;0;175.19;1.48;Soluble;High;No;3.169618528610354;0.0456898279042639;Significant Increase;NON-Mutagenic;-2555.0;358672.0;358672.0;OTHER;10;10;10;10;10;10;60
148;StrainC;448.856;4-Methylcatechol;Otro;Estabilidad Máxima;0;124.14;-1.97;Soluble;High;Yes;76.77215189873417;0.007567900360175;Significant Increase;NON-Mutagenic;-1117.0;13101.0;13101.0;OTHER;10;10;0;10;10;10;50
149;StrainC;500.8;Plumbagin;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;188.18;-2.77;Soluble;High;Yes;50.39428571428573;0.0051397103514986;Significant Increase;Mutagenic;-0.67;4675.0;4675.0;DEF;10;10;0;10;10;10;50
150;StrainC;333.323;Salicyluric Acid;Metabolitos de defensa y fitoprotección;Estabilidad Moderada;6;195.17;-1.7;Soluble;High;No;3.185840707964602;0.0130572742052546;Significant Increase;NON-Mutagenic;-0.648;4447.0;4447.0;DEF;10;10;10;7;10;5;52
151;StrainB;439.946;Methylsuccinic Acid;Otro;Estabilidad Máxima;0;132.11;-0.33;Soluble;High;No;2.16323165704864;0.0221825693651668;Significant Increase;NON-Mutagenic;-0.85;7081.0;7081.0;OTHER;10;10;10;10;10;10;60
152;StrainD;153.7;2,6-Pyridinedicarboxylic acid;Otro;Estabilidad Máxima;0;167.12;-1.37;Soluble;High;No;1.211574074074074;0.0416054126055199;Significant Increase;NON-Mutagenic;-0.303;2009.0;2009.0;OTHER;10;10;10;10;10;10;60
153;StrainC;153.7;2,6-Pyridinedicarboxylic acid;Otro;Estabilidad Máxima;0;167.12;-1.37;Soluble;High;No;1.282407407407407;0.0025882221008743;Significant Increase;NON-Mutagenic;-0.303;2009.0;2009.0;OTHER;10;10;10;10;10;10;60
154;StrainC;424.5;4-Hydroxyphenylethanol;Otro;Estabilidad Máxima;0;138.16;-1.28;Soluble;High;Yes;4.626865671641792;0.0085557521398328;Significant Increase;NON-Mutagenic;-0.999;9973.0;9973.0;OTHER;10;10;0;10;10;10;50
155;StrainD;430.548;Desaminotyrosine/3-(3-Hydroxyphenyl)propionic acid;Otro;Estabilidad Máxima;0;166.17;-1.77;Soluble;High;Yes;3.001515151515151;0.046572735598123;Significant Increase;NON-Mutagenic;-0.865;7323.0;7323.0;OTHER;10;10;0;10;10;10;50
156;StrainC;246.3;4-Hydroxybutyric acid;Otro;Estabilidad Máxima;0;104.1;0.11;Soluble;High;No;18.45928529584065;0.0034233322911971;Significant Increase;NON-Mutagenic;-1496.0;31337.0;31337.0;OTHER;10;10;10;10;10;10;60
157;StrainD;661.293;Orcinol;Otro;Estabilidad Máxima;0;124.14;-2.1;Soluble;High;Yes;1.247159090909091;0.0102792344439876;Significant Increase;NON-Mutagenic;-1728.0;53.49;53.49;OTHER;10;10;0;10;8;10;48
158;StrainC;330.922;Syringic Acid;Antioxidades y captadores de ROS;Estabilidad Moderada;3;198.17;-1.84;Soluble;High;No;6.978873239436621;0.000119681412007;Significant Increase;NON-Mutagenic;-0.397;2495.0;2495.0;AOX;10;10;10;7;10;5;52
159;StrainC;176.1;N-Acetyl-Glycine;Otro;Estabilidad Máxima;0;117.1;0.38;Soluble;High;No;3.272727272727273;0.0104850250957185;Significant Increase;NON-Mutagenic;-0.579;3.79;3.79;OTHER;10;10;10;10;5;10;55
160;StrainB;176.1;N-Acetyl-Glycine;Otro;Estabilidad Máxima;0;117.1;0.38;Soluble;High;No;3.408320493066255;0.0238438828663385;Significant Increase;NON-Mutagenic;-0.579;3.79;3.79;OTHER;10;10;10;10;5;10;55
161;StrainC;389.8;2-Methoxybenzoic acid;Otro;Estabilidad Máxima;0;152.15;-2.06;Soluble;High;Yes;9.891397542154904;0.0136986052892333;Significant Increase;NON-Mutagenic;-0.678;4766.0;4766.0;OTHER;10;10;0;10;10;10;50
162;StrainC;303.9;2-Hydroxy-4-(methylthio)butyric acid;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;150.2;-0.62;Soluble;High;No;2.905718701700154;0.0054670344660761;Significant Increase;NON-Mutagenic;0.382;0.415;0.415;AMI;10;10;10;10;2;10;52
163;StrainB;617.81;Isomer 1 of m-Tyramine;Otro;Estabilidad Máxima;0;137.18;-1.58;Soluble;High;Yes;2.686281460475009;0.0449063940348837;Significant Increase;NON-Mutagenic;-3054.0;1131195.0;1131195.0;OTHER;10;10;0;10;10;10;50
164;StrainD;223.345;3-Hydroxy-L-kynurenine;Otro;Estabilidad Máxima;0;224.21;0.36;Soluble;High;No;1.915876777251185;0.0335698451125834;Significant Increase;NON-Mutagenic;-0.605;4032.0;4032.0;OTHER;10;10;10;10;10;10;60
165;StrainC;223.345;3-Hydroxy-L-kynurenine;Otro;Estabilidad Máxima;0;224.21;0.36;Soluble;High;No;2.349526066350711;0.0049665023499007;Significant Increase;NON-Mutagenic;-0.605;4032.0;4032.0;OTHER;10;10;10;10;10;10;60
166;StrainB;223.345;3-Hydroxy-L-kynurenine;Otro;Estabilidad Máxima;0;224.21;0.36;Soluble;High;No;2.226303317535545;0.0090324579830504;Significant Increase;NON-Mutagenic;-0.605;4032.0;4032.0;OTHER;10;10;10;10;10;10;60
167;StrainC;326.362;3-Hydroxyphenylacetic Acid;Otro;Estabilidad Máxima;0;152.15;-1.59;Soluble;High;Yes;10.70985356167784;0.0001826378255685;Significant Increase;NON-Mutagenic;-1.29;19499.0;19499.0;OTHER;10;10;0;10;10;10;50
168;StrainC;333.097;Methoxyacetic acid;Otro;Estabilidad Máxima;0;90.08;-0.06;Soluble;High;No;1.289491525423729;0.0217903798410531;Significant Increase;NON-Mutagenic;-1457.0;28644.0;28644.0;OTHER;10;10;10;10;10;10;60
169;StrainC;327.7;Pyrrole-2-Carboxylic Acid;Otro;Estabilidad Máxima;0;111.1;-1.46;Soluble;High;Yes;1.862566844919786;0.0146245876079391;Significant Increase;NON-Mutagenic;-0.657;4536.0;4536.0;OTHER;10;10;0;10;10;10;50
170;StrainC;453.689;Dodecanedioic Acid;Otro;Estabilidad Máxima;0;230.3;-2.55;Soluble;High;Yes;1.357142857142857;0.0055622837052088;Significant Increase;NON-Mutagenic;-0.956;9027.0;9027.0;OTHER;10;10;0;10;10;10;50
171;StrainB;365.183;3-Hydroxypicolinic acid;Otro;Estabilidad Máxima;0;139.11;-1.9;Soluble;High;No;4.967532467532466;0.0254614617149971;Significant Increase;NON-Mutagenic;-0.648;4449.0;4449.0;OTHER;10;10;10;10;10;10;60
172;StrainC;492.6;2'-Hydroxy-5'-methylacetophenone;Otro;Estabilidad Máxima;0;150.17;-2.55;Soluble;High;Yes;11.63836477987421;0.0023020749848717;Significant Increase;NON-Mutagenic;-0.862;7274.0;7274.0;OTHER;10;10;0;10;10;10;50
173;StrainC;406.1;Dihydroconiferyl Alcohol;Otro;Estabilidad Máxima;0;182.22;-1.76;Soluble;High;Yes;21.28048780487805;0.0048447003185052;Significant Increase;NON-Mutagenic;-1085.0;12151.0;12151.0;OTHER;10;10;0;10;10;10;50
174;StrainC;209.7;4-Acetamidobutanoic acid;Otro;Estabilidad Máxima;0;145.16;-0.03;Soluble;High;No;100.919881305638;0.0203707132629512;Significant Increase;NON-Mutagenic;-0.743;5529.0;5529.0;OTHER;10;10;10;10;10;10;60
175;StrainC;346.1;Methyl 4-aminobutyrate;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;117.15;-0.1;Soluble;High;No;1.477054429028815;0.0033490614976655;Significant Increase;NON-Mutagenic;-1271.0;18674.0;18674.0;AMI;10;10;10;10;10;10;60
176;StrainC;357.2;5-Methoxyindoleacetic acid;Otro;Estabilidad Máxima;0;205.21;-2.23;Soluble;High;Yes;5.506939090208173;0.0162990533789576;Significant Increase;NON-Mutagenic;-0.689;4882.0;4882.0;OTHER;10;10;0;10;10;10;50
177;StrainC;438.4;Furaneol;Otro;Estabilidad Máxima;0;128.13;-1.06;Soluble;High;Yes;8.306451612903226;0.0009575569938419;Significant Increase;Mutagenic;-0.627;4239.0;4239.0;OTHER;10;10;0;10;10;10;50
178;StrainB;438.4;Furaneol;Otro;Estabilidad Máxima;0;128.13;-1.06;Soluble;High;Yes;3.080645161290323;0.0267409994173942;Significant Increase;Mutagenic;-0.627;4239.0;4239.0;OTHER;10;10;0;10;10;10;50
179;StrainC;544.743;3-O-Methylgallic acid;Metabolitos de defensa y fitoprotección;Estabilidad Moderada;8;184.15;-1.64;Soluble;High;No;8.027522935779816;0.0074384697635772;Significant Increase;NON-Mutagenic;-0.366;2325.0;2325.0;DEF;10;10;10;7;10;5;52
180;StrainB;331.858;Isomer 1 of 3-O-Methylgallic acid;Antioxidades y captadores de ROS;Estabilidad Moderada;8;184.15;-1.64;Soluble;High;No;1.733444629938787;0.0076058284728784;Significant Increase;NON-Mutagenic;-0.366;2325.0;2325.0;AOX;10;10;10;7;10;5;52
181;StrainC;478.4;2,3-Dihydroxy-p-cumic acid;Otro;Estabilidad Máxima;0;196.2;-2.77;Soluble;High;No;5.344467640918579;0.0073164047274292;Significant Increase;NON-Mutagenic;-0.539;3458.0;3458.0;OTHER;10;10;10;10;10;10;60
182;StrainC;287.1;L-4-Hydroxyphenylglycine;Otro;Estabilidad Máxima;0;167.16;0.18;Soluble;High;No;1.346840464720884;0.0216469952776034;Significant Increase;NON-Mutagenic;-2085.0;121688.0;121688.0;OTHER;10;10;10;10;10;10;60
183;StrainB;389.855;Norsalsolinol;Otro;Estabilidad Máxima;0;165.19;-1.62;Soluble;High;No;2.568159688412853;0.0374984425605915;Significant Increase;NON-Mutagenic;-2376.0;237695.0;237695.0;OTHER;10;10;10;10;10;10;60
184;StrainC;392.723;4-Pentenoic acid;Otro;Estabilidad Máxima;0;100.12;-0.79;Soluble;High;Yes;18.68881118881119;0.0447667074043476;Significant Increase;NON-Mutagenic;-1275.0;18858.0;18858.0;OTHER;10;10;0;10;10;10;50
185;StrainC;409.166;Vanillyl alcohol;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;154.16;-1.05;Soluble;High;Yes;128.0300187617261;0.0092366741087144;Significant Increase;NON-Mutagenic;-0.851;7099.0;7099.0;DEF;10;10;0;10;10;10;50
186;StrainB;562.748;4-Hydroxystyrene;Otro;Estabilidad Máxima;0;120.15;-2.49;Soluble;High;Yes;1.790973871733967;0.0181990494532832;Significant Increase;NON-Mutagenic;-0.993;9831.0;9831.0;OTHER;10;10;0;10;10;10;50
187;StrainD;152.696;Homocitrulline;Otro;Estabilidad Máxima;0;189.21;1.23;Soluble;High;No;1.246962332928311;0.0237921778703587;Significant Increase;NON-Mutagenic;-0.984;9645.0;9645.0;OTHER;10;10;10;10;10;10;60
188;StrainB;152.696;Homocitrulline;Otro;Estabilidad Máxima;0;189.21;1.23;Soluble;High;No;1.218712029161604;0.0311490487711684;Significant Increase;NON-Mutagenic;-0.984;9645.0;9645.0;OTHER;10;10;10;10;10;10;60
189;StrainD;542.5;3-Amino-4-hydroxybenzoic acid;Otro;Estabilidad Máxima;0;153.14;-1.44;Soluble;High;No;6.385026737967915;0.0299034296964939;Significant Increase;NON-Mutagenic;-0.541;3475.0;3475.0;OTHER;10;10;10;10;10;10;60
190;StrainC;324.787;gamma-Glutamyllysine;Otro;Estabilidad Máxima;0;275.3;3.14;Soluble;Low;No;4.122162162162161;1.661778802269435e-07;Significant Increase;NON-Mutagenic;-2373.0;235857.0;235857.0;OTHER;10;3;10;10;10;10;53
191;StrainB;324.787;gamma-Glutamyllysine;Otro;Estabilidad Máxima;0;275.3;3.14;Soluble;Low;No;2.752432432432433;0.0354727867416083;Significant Increase;NON-Mutagenic;-2373.0;235857.0;235857.0;OTHER;10;3;10;10;10;10;53
192;StrainB;502.8;Secoisolariciresinol /(+)-Secoisolariciresinol;Otro;Estabilidad Máxima;0;362.42;-3.42;Moderately soluble;High;No;1.683629865589309;0.034405971559426;Significant Increase;NON-Mutagenic;-1112.0;12947.0;12947.0;OTHER;5;10;10;10;10;10;55
193;StrainD;161.6;N-Acetyl-Hydroxyproline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;173.17;-0.07;Soluble;High;No;1.447914786062466;0.0413568299725172;Significant Increase;NON-Mutagenic;-0.534;3423.0;3423.0;OSM;10;10;10;10;10;10;60
194;StrainC;161.6;N-Acetyl-Hydroxyproline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;173.17;-0.07;Soluble;High;No;4.961184329301318;0.0127685153965525;Significant Increase;NON-Mutagenic;-0.534;3423.0;3423.0;OSM;10;10;10;10;10;10;60
195;StrainB;161.6;N-Acetyl-Hydroxyproline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;173.17;-0.07;Soluble;High;No;1.395558765120058;0.0289360430546435;Significant Increase;NON-Mutagenic;-0.534;3423.0;3423.0;OSM;10;10;10;10;10;10;60
196;StrainC;123.2;8-Aminooctanoic acid;Otro;Estabilidad Máxima;0;159.23;1.3;Soluble;High;Yes;2.194740582800284;0.0325574183556854;Significant Increase;NON-Mutagenic;-1889.0;77.46;77.46;OTHER;10;10;0;10;8;10;48
197;StrainC;248.3;N-Acetyl-Proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;157.17;-0.25;Soluble;High;No;4.497257769652651;0.0129938736891349;Significant Increase;NON-Mutagenic;-0.534;3423.0;3423.0;OSM;10;10;10;10;10;10;60
