ID;Strain;RT_s;Compound;Clasificacion;BioTr_label;BioTr_count;MW;LogP;Silicos_class;GI_abs;BBB;Fold_change;p_value;Significance;Mutagenicity;pNOEC;NOEC;NOEC_num;cat;fqs_sol;fqs_gi;fqs_bbb;fqs_pers;fqs_noec;fqs_cin;FQS
202;StrainC;554.7;2',4',6'-Trihydroxyacetophenone;Otro;Estabilidad Máxima;0;168.15;-1.87;Soluble;High;No;167.325;0.000776176627253;Significant Increase;NON-Mutagenic;-1119.0;13166.0;13166.0;OTHER;10;10;10;10;10;10;60
203;StrainC;196.4;3-Hydroxypropanoic acid;Otro;Estabilidad Máxima;0;90.08;0.34;Soluble;High;No;8.481355932203389;0.0005754353019576;Significant Increase;NON-Mutagenic;-1528.0;33.74;33.74;OTHER;10;10;10;10;8;10;58
204;StrainC;406.1;O-Aminobenzaldehyde;Otro;Estabilidad Máxima;0;121.14;-2.01;Soluble;High;Yes;19.17251461988304;0.0109029399526798;Significant Increase;NON-Mutagenic;-0.822;6639.0;6639.0;OTHER;10;10;0;10;10;10;50
205;StrainC;252.4;N-Acetyl-Tyrosine;Otro;Estabilidad Máxima;0;223.23;-2.0;Soluble;High;No;12.12383900928792;0.0010475596413664;Significant Increase;NON-Mutagenic;-0.673;4707.0;4707.0;OTHER;10;10;10;10;10;10;60
206;StrainB;404.1;2,6-Dihydroxypyridine;Otro;Estabilidad Máxima;0;111.1;-2.05;Soluble;High;No;2.240291262135922;0.0327554656204272;Significant Increase;Mutagenic;-1029.0;10701.0;10701.0;OTHER;10;10;10;10;10;10;60
207;StrainC;204.89;DL-2-Aminooctanoic acid;Otro;Estabilidad Máxima;0;159.23;-0.14;Soluble;High;Yes;7.357495881383854;0.00465750789156;Significant Increase;NON-Mutagenic;-1414.0;25929.0;25929.0;OTHER;10;10;0;10;10;10;50
208;StrainD;380.1;2-Oxo-4-phenylbutyric acid;Otro;Estabilidad Máxima;0;178.18;-2.01;Soluble;High;Yes;1.21007556675063;0.0402971150059581;Significant Increase;NON-Mutagenic;-0.811;6466.0;6466.0;OTHER;10;10;0;10;10;10;50
209;StrainC;380.1;2-Oxo-4-phenylbutyric acid;Otro;Estabilidad Máxima;0;178.18;-2.01;Soluble;High;Yes;2.455919395465995;0.0143420330266491;Significant Increase;NON-Mutagenic;-0.811;6466.0;6466.0;OTHER;10;10;0;10;10;10;50
210;StrainC;334.374;Monoethyl malonic acid;Otro;Estabilidad Máxima;0;132.11;-0.57;Soluble;High;No;7.125654450261781;0.0132432846613049;Significant Increase;NON-Mutagenic;-1.45;28154.0;28154.0;OTHER;10;10;10;10;10;10;60
211;StrainB;334.374;Monoethyl malonic acid;Otro;Estabilidad Máxima;0;132.11;-0.57;Soluble;High;No;2.335078534031414;0.043991156074889;Significant Increase;NON-Mutagenic;-1.45;28154.0;28154.0;OTHER;10;10;10;10;10;10;60
212;StrainD;252.458;4-Methylaminobutyric acid;Otro;Estabilidad Máxima;0;117.15;1.35;Soluble;High;No;1.327691753691034;0.0224398235290413;Significant Increase;NON-Mutagenic;-1744.0;55524.0;55524.0;OTHER;10;10;10;10;10;10;60
213;StrainC;488.559;3,5-Dihydroxyanisole;Otro;Estabilidad Máxima;0;140.14;-1.91;Soluble;High;Yes;6.05515587529976;0.0013032464995497;Significant Increase;NON-Mutagenic;-1331.0;21.41;21.41;OTHER;10;10;0;10;8;10;48
214;StrainB;383.8;6-Hydroxynicotinic acid;Otro;Estabilidad Máxima;0;140.14;-1.91;Soluble;High;Yes;2.111940298507463;0.0269243216139399;Significant Increase;Mutagenic;-0.605;4031.0;4031.0;OTHER;10;10;0;10;10;10;50
215;StrainC;478.3;Magnoflorine;Otro;Estabilidad Máxima;0;342.41;-3.91;Moderately soluble;High;Yes;1.383084908171413;0.0358247048013153;Significant Increase;Mutagenic;-2874.0;747678.0;747678.0;OTHER;5;10;0;10;10;10;45
216;StrainC;82.9;2-Amino-2-deoxy-D-gluconic acid;Otro;Estabilidad Máxima;0;195.17;3.0;Soluble;Low;No;1.453645594162967;0.0410595733688438;Significant Increase;NON-Mutagenic;-2546.0;351673.0;351673.0;OTHER;10;3;10;10;10;10;53
217;StrainB;82.9;2-Amino-2-deoxy-D-gluconic acid;Otro;Estabilidad Máxima;0;195.17;3.0;Soluble;Low;No;1.298025409459666;0.0003689023911841;Significant Increase;NON-Mutagenic;-2546.0;351673.0;351673.0;OTHER;10;3;10;10;10;10;53
218;StrainD;415.5;10-Hydroxydecanoic acid;Otro;Estabilidad Máxima;0;188.26;-2.01;Soluble;High;Yes;2.848451327433628;0.0004123244978104;Significant Increase;NON-Mutagenic;-1855.0;71628.0;71628.0;OTHER;10;10;0;10;10;10;50
219;StrainC;409.688;2-Oxovaleric acid;Otro;Estabilidad Máxima;0;116.12;-0.68;Soluble;High;No;17.43621399176955;0.0059623641310509;Significant Increase;NON-Mutagenic;-0.59;3887.0;3887.0;OTHER;10;10;10;10;10;10;60
220;StrainC;532.3;Methyl indole-3-acetate;Fitohormonas y analogos hormonales;Estabilidad Máxima;0;189.21;-2.39;Soluble;High;Yes;1.894073636542627;0.0277370726050994;Significant Increase;NON-Mutagenic;-0.716;5202.0;5202.0;FIT;10;10;0;10;10;10;50
221;StrainC;336.9;N-Acetyl-Phenylalanine;Otro;Estabilidad Máxima;0;207.23;-1.68;Soluble;High;No;26.50943396226415;0.0064376760849937;Significant Increase;NON-Mutagenic;-0.953;8.98;8.98;OTHER;10;10;10;10;5;10;55
222;StrainC;202.6;N-Acetyl-Histidine;Otro;Estabilidad Máxima;0;197.19;-0.56;Soluble;High;No;1.474025974025974;0.0476605504575345;Significant Increase;NON-Mutagenic;-2269.0;185723.0;185723.0;OTHER;10;10;10;10;10;10;60
223;StrainC;426.5;9-Oxononanoic acid;Otro;Estabilidad Máxima;0;172.22;-1.43;Soluble;High;Yes;3.663501917107906;0.0122202673657234;Significant Increase;NON-Mutagenic;-1616.0;41262.0;41262.0;OTHER;10;10;0;10;10;10;50
224;StrainD;257.2;N-Acetyl-beta-alanine/N-Acetyl-Sarcosine;Otro;Estabilidad Máxima;0;131.13;0.22;Soluble;High;No;1.613700411879471;0.0098802721513675;Significant Increase;Mutagenic;-1669.0;46698.0;46698.0;OTHER;10;10;10;10;10;10;60
225;StrainB;556.8;3-Methoxy-5-Hydroxytoluene;Otro;Estabilidad Máxima;0;138.16;-2.27;Soluble;High;Yes;1.634276342763428;0.0181205143743495;Significant Increase;NON-Mutagenic;-1702.0;50.34;50.34;OTHER;10;10;0;10;8;10;48
226;StrainC;652.4;1-(2,4-Dihydroxyphenyl)-1-butanone;Otro;Estabilidad Máxima;0;180.2;-2.66;Soluble;High;Yes;9.374478732276897;0.0003125502547257;Significant Increase;NON-Mutagenic;-1173.0;14893.0;14893.0;OTHER;10;10;0;10;10;10;50
227;StrainC;226.493;Glycyl-Proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;172.18;1.25;Soluble;High;No;4.37006237006237;0.0118253877050126;Significant Increase;NON-Mutagenic;-2121.0;132037.0;132037.0;OSM;10;10;10;10;10;10;60
228;StrainC;255.693;5-Hydroxymethyl-2-furancarboxylic acid;Otro;Estabilidad Máxima;0;142.11;-0.96;Soluble;High;No;1.732210755024443;0.0273854727658135;Significant Increase;NON-Mutagenic;-0.588;3.87;3.87;OTHER;10;10;10;10;5;10;55
229;StrainC;346.565;3,4-Dihydroxyphenylethanol;Otro;Estabilidad Máxima;0;154.16;-0.61;Soluble;High;No;7.825015403573629;0.0078172961118914;Significant Increase;NON-Mutagenic;-1029.0;10698.0;10698.0;OTHER;10;10;10;10;10;10;60
230;StrainC;242.9;Biotin sulfoxide;Cofactores y vitaminas;Estabilidad Moderada;4;260.31;-0.29;Soluble;High;No;2.910539215686274;0.0091025953844129;Significant Increase;NON-Mutagenic;-1199.0;15794.0;15794.0;COF;10;10;10;7;10;5;52
231;StrainC;395.549;Capryloylglycine;Otro;Estabilidad Máxima;0;201.26;-1.84;Soluble;High;Yes;13.94056847545219;0.0109243338806329;Significant Increase;NON-Mutagenic;-0.928;8464.0;8464.0;OTHER;10;10;0;10;10;10;50
232;StrainD;107.545;Galacturonic Acid;Otro;Estabilidad Máxima;0;194.14;0.91;Soluble;Low;No;1.616271186440678;0.0137900981097172;Significant Increase;NON-Mutagenic;-0.944;8783.0;8783.0;OTHER;10;3;10;10;10;10;53
233;StrainC;290.1;4-Hydroxy-L-tryptophan;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;220.22;-0.46;Soluble;High;No;8.522413793103446;0.0088903520909774;Significant Increase;NON-Mutagenic;-2449.0;281.37;281.37;AMI;10;10;10;10;10;10;60
234;StrainC;454.386;Isomer 3 of 4-Hydroxy-L-tryptophan;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;220.22;-0.46;Soluble;High;No;1.522796352583587;0.0377655003572125;Significant Increase;NON-Mutagenic;-2449.0;281.37;281.37;AMI;10;10;10;10;10;10;60
235;StrainB;454.386;Isomer 3 of 4-Hydroxy-L-tryptophan;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;220.22;-0.46;Soluble;High;No;1.515501519756839;0.0454768279145052;Significant Increase;NON-Mutagenic;-2449.0;281.37;281.37;AMI;10;10;10;10;10;10;60
236;StrainC;308.4;N-Formyl-L-aspartic acid;Otro;Estabilidad Máxima;0;161.11;0.32;Soluble;High;No;7.009082768325444;0.0054833878941832;Significant Increase;NON-Mutagenic;-0.6;3977.0;3977.0;OTHER;10;10;10;10;10;10;60
237;StrainC;239.5;5-Acetylamino-6-amino-3-methyluracil;Otro;Estabilidad Máxima;0;198.18;-1.51;Soluble;High;No;5.13974358974359;0.0064345805616392;Significant Increase;Mutagenic;-0.586;3859.0;3859.0;OTHER;10;10;10;10;10;10;60
238;StrainB;239.5;5-Acetylamino-6-amino-3-methyluracil;Otro;Estabilidad Máxima;0;198.18;-1.51;Soluble;High;No;2.220512820512821;0.0195907588263526;Significant Increase;Mutagenic;-0.586;3859.0;3859.0;OTHER;10;10;10;10;10;10;60
239;StrainD;83.0;1-Methylhistidine;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;169.18;1.07;Soluble;High;No;2.013106057651052;0.0466845471684395;Significant Increase;NON-Mutagenic;-2428.0;267.89;267.89;AMI;10;10;10;10;10;10;60
240;StrainC;499.565;Monoisobutyl phthalic acid;Otro;Estabilidad Máxima;0;222.24;-2.71;Soluble;High;Yes;6.570048309178743;0.0397740685966521;Significant Increase;NON-Mutagenic;-0.576;3768.0;3768.0;OTHER;10;10;0;10;10;10;50
241;StrainC;213.8;N2-Acetyl-L-Lysine;Otro;Estabilidad Máxima;0;188.22;2.26;Soluble;High;No;9.95463510848126;0.0079454390250997;Significant Increase;NON-Mutagenic;-1026.0;10622.0;10622.0;OTHER;10;10;10;10;10;10;60
242;StrainB;213.8;N2-Acetyl-L-Lysine;Otro;Estabilidad Máxima;0;188.22;2.26;Soluble;High;No;2.871794871794872;0.0353392295463381;Significant Increase;NON-Mutagenic;-1026.0;10622.0;10622.0;OTHER;10;10;10;10;10;10;60
243;StrainC;441.8;Pelletierine;Otro;Estabilidad Máxima;0;141.21;-0.81;Soluble;High;Yes;12.89775561097257;0.0022845790163737;Significant Increase;NON-Mutagenic;-1863.0;72983.0;72983.0;OTHER;10;10;0;10;10;10;50
244;StrainC;431.513;Hydroxyoctanoic acid;Otro;Estabilidad Máxima;0;160.21;-1.63;Soluble;High;Yes;18.66666666666667;0.015663198396921;Significant Increase;NON-Mutagenic;-1322.0;20997.0;20997.0;OTHER;10;10;0;10;10;10;50
245;StrainC;309.4;Imidazole-4-acetic acid;Otro;Estabilidad Máxima;0;126.11;-0.62;Soluble;High;No;13.43227665706052;0.0130637316020249;Significant Increase;NON-Mutagenic;-1253.0;17.92;17.92;OTHER;10;10;10;10;8;10;58
246;StrainC;295.707;m-Methylhippuric acid;Otro;Estabilidad Máxima;0;193.2;-2.09;Soluble;High;No;3.108588351431393;0.0140381533775425;Significant Increase;NON-Mutagenic;-1037.0;10885.0;10885.0;OTHER;10;10;10;10;10;10;60
247;StrainC;170.003;L-Allothreonine;Otro;Estabilidad Máxima;0;119.12;1.41;Soluble;High;No;3.273830155979203;0.0048768162794616;Significant Increase;NON-Mutagenic;-1452.0;28283.0;28283.0;OTHER;10;10;10;10;10;10;60
248;StrainC;87.3;meso-2,6-Diaminoheptanedioic acid;Otro;Estabilidad Máxima;0;190.2;3.09;Soluble;High;No;10.96981031258349;0.0430663036277501;Significant Increase;NON-Mutagenic;-1079.0;12009.0;12009.0;OTHER;10;10;10;10;10;10;60
249;StrainD;408.302;Brevianamide B;Otro;Estabilidad Máxima;0;365.43;-3.47;Moderately soluble;High;No;1.480297723292469;0.0454219631280095;Significant Increase;NON-Mutagenic;-2265.0;183973.0;183973.0;OTHER;5;10;10;10;10;10;55
250;StrainC;408.302;Brevianamide B;Otro;Estabilidad Máxima;0;365.43;-3.47;Moderately soluble;High;No;2.661120840630473;0.0161018311767525;Significant Increase;NON-Mutagenic;-2265.0;183973.0;183973.0;OTHER;5;10;10;10;10;10;55
251;StrainB;408.302;Brevianamide B;Otro;Estabilidad Máxima;0;365.43;-3.47;Moderately soluble;High;No;1.488178633975482;0.0035912102619605;Significant Increase;NON-Mutagenic;-2265.0;183973.0;183973.0;OTHER;5;10;10;10;10;10;55
252;StrainC;361.821;2-Hydroxycaproic Acid/Hydroxyisocaproic Acid/2-Ethyl-2-Hydroxybutyric Acid;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;132.16;-0.91;Soluble;High;No;33.80272108843538;0.0043551186603247;Significant Increase;NON-Mutagenic;-1231.0;17009.0;17009.0;OSM;10;10;10;10;10;10;60
253;StrainC;335.312;N-Formyl-DL-phenylalanine;Otro;Estabilidad Máxima;0;193.2;-1.62;Soluble;High;No;5.998381877022654;0.0044826212970463;Significant Increase;NON-Mutagenic;-0.821;6629.0;6629.0;OTHER;10;10;10;10;10;10;60
254;StrainB;335.312;N-Formyl-DL-phenylalanine;Otro;Estabilidad Máxima;0;193.2;-1.62;Soluble;High;No;3.354368932038836;0.0342685747971279;Significant Increase;NON-Mutagenic;-0.821;6629.0;6629.0;OTHER;10;10;10;10;10;10;60
255;StrainC;555.529;Isomer 1 of N-Acetyl-Dopamine;Otro;Estabilidad Máxima;0;195.22;-0.65;Soluble;High;No;5.500000000000001;0.0037593273476978;Significant Increase;NON-Mutagenic;-2377.0;238229.0;238229.0;OTHER;10;10;10;10;10;10;60
256;StrainC;574.993;Isomer 2 of N-Acetyl-Dopamine;Otro;Estabilidad Máxima;0;195.22;-0.65;Soluble;High;No;4.236808236808236;0.0038350201551913;Significant Increase;NON-Mutagenic;-2377.0;238229.0;238229.0;OTHER;10;10;10;10;10;10;60
257;StrainC;530.609;N-Acetyl-Dopamine;Otro;Estabilidad Máxima;0;195.22;-0.65;Soluble;High;No;153.4081632653061;0.0010328567036157;Significant Increase;NON-Mutagenic;-2377.0;238229.0;238229.0;OTHER;10;10;10;10;10;10;60
258;StrainC;551.7;4-Hydroxymethylcatechol;Otro;Estabilidad Máxima;0;140.14;-1.48;Soluble;High;No;10.92941176470588;0.02130356420224;Significant Increase;NON-Mutagenic;-0.877;7539.0;7539.0;OTHER;10;10;10;10;10;10;60
259;StrainC;97.3;DL-alpha-Aminopimelic acid;Otro;Estabilidad Máxima;0;175.18;1.11;Soluble;High;No;2.587471600129828;0.0035548064003342;Significant Increase;NON-Mutagenic;-1137.0;13719.0;13719.0;OTHER;10;10;10;10;10;10;60
260;StrainC;375.538;Formylanthranilic acid;Otro;Estabilidad Máxima;0;165.15;-2.23;Soluble;High;No;54.0;0.0048078336639454;Significant Increase;NON-Mutagenic;-0.674;4718.0;4718.0;OTHER;10;10;10;10;10;10;60
261;StrainC;258.213;Isomer 1 of Formylanthranilic acid;Otro;Estabilidad Máxima;0;165.15;-2.23;Soluble;High;No;3.010044642857143;0.0284198051821338;Significant Increase;NON-Mutagenic;-0.674;4718.0;4718.0;OTHER;10;10;10;10;10;10;60
262;StrainC;293.77;Isomer 2 of Formylanthranilic acid;Otro;Estabilidad Máxima;0;165.15;-2.23;Soluble;High;No;3.663157894736843;3.851390340184064e-06;Significant Increase;NON-Mutagenic;-0.674;4718.0;4718.0;OTHER;10;10;10;10;10;10;60
263;StrainC;287.6;3,4-Dihydroxypyridin;Otro;Estabilidad Máxima;0;111.1;-1.82;Soluble;High;No;13.21097046413502;0.0173324082672741;Significant Increase;Mutagenic;-0.398;2.5;2.5;OTHER;10;10;10;10;5;10;55
264;StrainC;350.557;Homocysteine thiolactone;Otro;Estabilidad Máxima;0;117.17;-0.51;Soluble;High;No;2.33963786516054;0.0447511702389028;Significant Increase;NON-Mutagenic;0.706;0.197;0.197;OTHER;10;10;10;10;2;10;52
265;StrainC;176.1;Tabtoxin;Otro;Estabilidad Máxima;0;289.29;2.19;Soluble;Low;No;3.267045454545455;0.0018836160821272;Significant Increase;Mutagenic;-2232.0;170653.0;170653.0;OTHER;10;3;10;10;10;10;53
266;StrainD;265.717;5-Hydroxydopamine;Otro;Estabilidad Máxima;0;169.18;-1.24;Soluble;High;No;1.982912332838038;0.0370733368121159;Significant Increase;NON-Mutagenic;-2576.0;376601.0;376601.0;OTHER;10;10;10;10;10;10;60
267;StrainC;265.717;5-Hydroxydopamine;Otro;Estabilidad Máxima;0;169.18;-1.24;Soluble;High;No;3.596582466567608;0.0014017618840905;Significant Increase;NON-Mutagenic;-2576.0;376601.0;376601.0;OTHER;10;10;10;10;10;10;60
268;StrainB;265.717;5-Hydroxydopamine;Otro;Estabilidad Máxima;0;169.18;-1.24;Soluble;High;No;1.952451708766716;0.0187603270591279;Significant Increase;NON-Mutagenic;-2576.0;376601.0;376601.0;OTHER;10;10;10;10;10;10;60
269;StrainC;241.2;Cinnavalininic acid;Otro;Estabilidad Máxima;0;300.22;-3.75;Soluble;Low;No;7.105866177818516;0.0004363926073995;Significant Increase;Mutagenic;-0.258;1812.0;1812.0;OTHER;10;3;10;10;10;10;53
270;StrainC;163.478;Pentosidine;Otro;Estabilidad Máxima;0;378.43;1.16;Soluble;Low;No;2.840640809443508;0.0132290071843918;Significant Increase;NON-Mutagenic;-2337.0;217228.0;217228.0;OTHER;10;3;10;10;10;10;53
271;StrainC;431.582;Deoxyhypusine;Otro;Estabilidad Máxima;0;217.31;1.22;Soluble;High;No;2.163980378416258;0.0090160233312415;Significant Increase;NON-Mutagenic;-1448.0;28043.0;28043.0;OTHER;10;10;10;10;10;10;60
272;StrainB;431.582;Deoxyhypusine;Otro;Estabilidad Máxima;0;217.31;1.22;Soluble;High;No;2.180798878766643;0.0294089227248141;Significant Increase;NON-Mutagenic;-1448.0;28043.0;28043.0;OTHER;10;10;10;10;10;10;60
273;StrainC;444.607;N8-Acetyl-spermidine;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;187.28;0.07;Soluble;High;No;3.222116301239276;0.0389784348549846;Significant Increase;NON-Mutagenic;-2048.0;111.58;111.58;OSM;10;10;10;10;10;10;60
274;StrainB;444.607;N8-Acetyl-spermidine;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;187.28;0.07;Soluble;High;No;2.802669208770258;0.0381166748620463;Significant Increase;NON-Mutagenic;-2048.0;111.58;111.58;OSM;10;10;10;10;10;10;60
275;StrainC;181.19;Topaquinone;Otro;Estabilidad Máxima;0;211.17;1.61;Soluble;High;No;3.044650379106992;0.0102515505165574;Significant Increase;NON-Mutagenic;-1822.0;66414.0;66414.0;OTHER;10;10;10;10;10;10;60
276;StrainB;181.19;Topaquinone;Otro;Estabilidad Máxima;0;211.17;1.61;Soluble;High;No;1.30497051390059;0.0033155252157059;Significant Increase;NON-Mutagenic;-1822.0;66414.0;66414.0;OTHER;10;10;10;10;10;10;60
277;StrainB;295.4;Dehydroalanine;Otro;Estabilidad Máxima;0;87.08;-0.26;Soluble;High;No;1.312473662031184;0.0412804218310687;Significant Increase;NON-Mutagenic;-0.833;6802.0;6802.0;OTHER;10;10;10;10;10;10;60
278;StrainC;404.9;Tiglic Acid;Otro;Estabilidad Máxima;0;100.12;-1.02;Soluble;High;Yes;5.349344978165939;0.0232239514839525;Significant Increase;NON-Mutagenic;-0.91;8121.0;8121.0;OTHER;10;10;0;10;10;10;50
279;StrainD;99.2;Ectoine;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;142.16;-0.16;Soluble;High;No;1.575056011949216;0.0098751381061561;Significant Increase;NON-Mutagenic;-0.743;5534.0;5534.0;OSM;10;10;10;10;10;10;60
280;StrainC;99.2;Ectoine;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;142.16;-0.16;Soluble;High;No;1.953696788648245;0.0139059944746796;Significant Increase;NON-Mutagenic;-0.743;5534.0;5534.0;OSM;10;10;10;10;10;10;60
281;StrainB;99.2;Ectoine;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;142.16;-0.16;Soluble;High;No;1.949962658700523;0.0046686087536592;Significant Increase;NON-Mutagenic;-0.743;5534.0;5534.0;OSM;10;10;10;10;10;10;60
282;StrainC;143.799;N-Ribosylhistidine;Otro;Estabilidad Máxima;0;287.27;1.6;Soluble;Low;No;3.049817739975699;0.007586196273298;Significant Increase;NON-Mutagenic;-2352.0;225025.0;225025.0;OTHER;10;3;10;10;10;10;53
283;StrainC;178.2;N2-Succinyl-L-ornithine;Otro;Estabilidad Máxima;0;232.23;1.78;Soluble;High;No;2.548456568557071;0.0069576599127225;Significant Increase;NON-Mutagenic;-2176.0;149984.0;149984.0;OTHER;10;10;10;10;10;10;60
284;StrainB;178.2;N2-Succinyl-L-ornithine;Otro;Estabilidad Máxima;0;232.23;1.78;Soluble;High;No;1.797559224694903;0.0258726903568923;Significant Increase;NON-Mutagenic;-2176.0;149984.0;149984.0;OTHER;10;10;10;10;10;10;60
285;StrainC;240.6;N-Acetyl-5-Hydroxy-L-tryptophan;Otro;Estabilidad Máxima;0;262.26;-1.94;Soluble;High;No;2.215765765765767;0.0086033508499736;Significant Increase;NON-Mutagenic;-2089.0;122758.0;122758.0;OTHER;10;10;10;10;10;10;60
286;StrainC;403.101;2,4-Diaminobutanoic acid;Otro;Estabilidad Máxima;0;118.13;2.55;Soluble;High;No;4.379718543046358;0.0103824330098579;Significant Increase;NON-Mutagenic;-1176.0;15004.0;15004.0;OTHER;10;10;10;10;10;10;60
287;StrainC;284.69;Cystathionine ketimine;Otro;Estabilidad Máxima;0;203.22;-1.09;Soluble;High;No;3.403131115459883;0.0003540111189301;Significant Increase;NON-Mutagenic;0.584;0.26;0.26;OTHER;10;10;10;10;2;10;52
288;StrainB;284.69;Cystathionine ketimine;Otro;Estabilidad Máxima;0;203.22;-1.09;Soluble;High;No;1.860078277886497;0.0370706291442038;Significant Increase;NON-Mutagenic;0.584;0.26;0.26;OTHER;10;10;10;10;2;10;52
289;StrainD;266.603;3-Methylcytosine;Otro;Estabilidad Máxima;0;125.13;-1.44;Soluble;High;No;1.439588688946015;0.049166703215122;Significant Increase;Mutagenic;-0.744;5543.0;5543.0;OTHER;10;10;10;10;10;10;60
290;StrainB;266.603;3-Methylcytosine;Otro;Estabilidad Máxima;0;125.13;-1.44;Soluble;High;No;1.344473007712082;0.0014141042833656;Significant Increase;Mutagenic;-0.744;5543.0;5543.0;OTHER;10;10;10;10;10;10;60
291;StrainD;157.389;(S)-3,4-Dihydroxybutyric acid;Otro;Estabilidad Máxima;0;120.1;0.61;Soluble;High;No;2.388349514563106;0.0065649363096361;Significant Increase;NON-Mutagenic;-1672.0;46971.0;46971.0;OTHER;10;10;10;10;10;10;60
292;StrainC;157.389;(S)-3,4-Dihydroxybutyric acid;Otro;Estabilidad Máxima;0;120.1;0.61;Soluble;High;No;3.138696255201109;0.0012181495162834;Significant Increase;NON-Mutagenic;-1672.0;46971.0;46971.0;OTHER;10;10;10;10;10;10;60
293;StrainB;157.389;(S)-3,4-Dihydroxybutyric acid;Otro;Estabilidad Máxima;0;120.1;0.61;Soluble;High;No;3.07628294036061;0.0395886589353076;Significant Increase;NON-Mutagenic;-1672.0;46971.0;46971.0;OTHER;10;10;10;10;10;10;60
294;StrainC;349.113;2-Methylacetoacetic acid;Otro;Estabilidad Máxima;0;116.12;-0.56;Soluble;High;No;25.43373493975905;0.0086217439367109;Significant Increase;NON-Mutagenic;-1208.0;16141.0;16141.0;OTHER;10;10;10;10;10;10;60
295;StrainC;264.045;Phenylalanyl-Glutamic acid;Otro;Estabilidad Máxima;0;294.3;0.61;Soluble;High;No;1.937120794263651;0.0145209062720128;Significant Increase;NON-Mutagenic;-2395.0;248444.0;248444.0;OTHER;10;10;10;10;10;10;60
296;StrainD;652.8;3,4-Dihydroxystyrene;Otro;Estabilidad Máxima;0;136.15;-2.3;Soluble;High;Yes;1.872286079182631;0.0151769951047002;Significant Increase;NON-Mutagenic;-0.849;7056.0;7056.0;OTHER;10;10;0;10;10;10;50
297;StrainB;652.8;3,4-Dihydroxystyrene;Otro;Estabilidad Máxima;0;136.15;-2.3;Soluble;High;Yes;1.888888888888889;0.0031189362818828;Significant Increase;NON-Mutagenic;-0.849;7056.0;7056.0;OTHER;10;10;0;10;10;10;50
298;StrainD;132.958;3-Hydroxyadipic acid;Otro;Estabilidad Máxima;0;162.14;0.14;Soluble;High;No;1.65041095890411;0.0171721501169084;Significant Increase;NON-Mutagenic;-1028.0;10654.0;10654.0;OTHER;10;10;10;10;10;10;60
299;StrainC;110.637;Isomer 1 of 3-Hydroxyadipic acid;Otro;Estabilidad Máxima;0;162.14;0.14;Soluble;High;No;3.579801623083859;0.0378500719781818;Significant Increase;NON-Mutagenic;-1028.0;10654.0;10654.0;OTHER;10;10;10;10;10;10;60
300;StrainB;132.958;3-Hydroxyadipic acid;Otro;Estabilidad Máxima;0;162.14;0.14;Soluble;High;No;1.787397260273973;0.0099494575788446;Significant Increase;NON-Mutagenic;-1028.0;10654.0;10654.0;OTHER;10;10;10;10;10;10;60
301;StrainD;214.2;N2-Acetyl-L-Cystathionine/N2'-Acetyl-L-Cystathionine;Otro;Estabilidad Máxima;0;264.3;1.27;Soluble;Low;No;1.362626683326392;0.0121687468586585;Significant Increase;Mutagenic;0.508;0.311;0.311;OTHER;10;3;10;10;2;10;45
302;StrainC;353.213;Phenylpropionylglycine;Otro;Estabilidad Máxima;0;207.23;-1.67;Soluble;High;No;4.982838683626086;0.006774607396848;Significant Increase;NON-Mutagenic;-0.889;7737.0;7737.0;OTHER;10;10;10;10;10;10;60
303;StrainC;436.909;2-Ketohexanoic Acid;Otro;Estabilidad Máxima;0;130.14;-1.04;Soluble;High;Yes;73.45454545454547;0.0264829355138306;Significant Increase;NON-Mutagenic;-0.76;5756.0;5756.0;OTHER;10;10;0;10;10;10;50
304;StrainC;241.2;L-Allysine;Otro;Estabilidad Máxima;0;145.16;1.61;Soluble;High;No;2.526598723261284;0.0224641776231734;Significant Increase;NON-Mutagenic;-2311.0;204856.0;204856.0;OTHER;10;10;10;10;10;10;60
305;StrainD;237.845;Allysine;Otro;Estabilidad Máxima;0;145.16;1.61;Soluble;High;No;1.367547633681623;0.0349298686523735;Significant Increase;NON-Mutagenic;-2311.0;204856.0;204856.0;OTHER;10;10;10;10;10;10;60
306;StrainC;237.845;Allysine;Otro;Estabilidad Máxima;0;145.16;1.61;Soluble;High;No;2.21020282728949;0.0041213864679256;Significant Increase;NON-Mutagenic;-2311.0;204856.0;204856.0;OTHER;10;10;10;10;10;10;60
